 Record Id,FIPS Code,ST Agency,LEA Id,LEA NCES,School No,SCH NCES,School Name,Sch Type,Wed Address,Phone,Mailing Add 1,Mailing Add 2,Mailing Add 3,City,State,Zip,Zip + 4,Location Addr 1,Location Add 2,Location Add 3,City,State,Zip,Charter Status
913,47,01,0560,4702550,0021,00839,Macon County High School,1,http://maconcountyhs.com,6156664320,2550 Days RD,,,Lafayette,TN,37083,,2550 Days RD,,,Lafayette,TN,37083,NO
914,47,01,0560,4702550,0022,02024,Lafayette Elementary School,1,http://lafayetteelementaryschool.com,6156668868,401  Meador  DR,,,Lafayette,TN,37083,,401 Meador DR,,,Lafayette,TN,37083,NO
915,47,01,0560,4702550,0025,02115,Red Boiling Springs Elementary,1,http://rbselementary.com/,6156992222,417 Hillcrest DR,,,Red Boiling Springs,TN,37150,,417 Hillcrest DR,,,Red Boiling Springs,TN,37150,NO
916,47,01,0560,4702550,0030,00912,Red Boiling Springs School,1,redboilingspringsschool.com,6156993125,415  Hillcrest  DR,,,Red Boiling Spg,TN,37150,,415 Hillcrest DR,,,Red Boiling Spg,TN,37150,NO
917,47,01,0560,4702550,0035,00913,Westside Elementary,1,westsideelementaryschool.com,6156663128,8025  Old  Highway 52 ,,,Westmoreland,TN,37186,,8025 Old Highway 52 ,,,Westmoreland,TN,37186,NO
918,47,01,0570,4702580,0006,00648,Alexander MicroSociety Magnet Elementary School,1,,7314221841,900  N  Highland AV,,,Jackson,TN,38301,,900  N  Highland AV,,,Jackson,TN,38301,NO
919,47,01,0570,4702580,0014,01336,Arlington Elementary School,1,,7312659784,701 Arlington AV,,,Jackson,TN,38301,,701 Arlington AV,,,Jackson,TN,38301,NO
920,47,01,0570,4702580,0016,00914,Beech Bluff Elementary,1,,7314221572,4488  Beech  Bluff RD,,,Beech Bluff,TN,38313,,4488  Beech  Bluff RD,,,Beech Bluff,TN,38313,NO
921,47,01,0570,4702580,0021,00915,Denmark Elementary,1,,7314275986,1945 Denmark RD,,,Denmark,TN,38391,,1945 Denmark RD,,,Denmark,TN,38391,NO
922,47,01,0570,4702580,0036,00652,I B Tigrett Middle School,1,,7319883840,716  Westwood  AV,,,Jackson,TN,38301,,716  Westwood  AV,,,Jackson,TN,38301,NO
923,47,01,0570,4702580,0038,01843,Isaac Lane Technology Magnet Elementary,1,,7314234720,746 Lexington ST,,,Jackson,TN,38301,,746 Lexington ST,,,Jackson,TN,38301,NO
924,47,01,0570,4702580,0040,00653,Jackson Central-Merry Acad of Medical Technology High Sch,1,,7314242200,332 Lane AV,,,Jackson,TN,38301,,332 Lane AV,,,Jackson,TN,38301,NO
925,47,01,0570,4702580,0053,02032,Liberty Technology Magnet High School,1,,7314239086,3470 Ridgecrest Road Extended ,,,Jackson,TN,38305,,3470 Ridgecrest Road Extended ,,,Jackson,TN,38305,NO
926,47,01,0570,4702580,0056,00655,Lincoln Magnet School for Mathematics and Science Elementary,1,,7319883800,425  Berry  ST,,,Jackson,TN,38301,,425  Berry  ST,,,Jackson,TN,38301,NO
927,47,01,0570,4702580,0063,02033,Madison Academic Magnet High School,1,,7314273501,179 Allen AV,,,Jackson,TN,38301,,179 Allen AV,,,Jackson,TN,38301,NO
928,47,01,0570,4702580,0066,00919,Malesus Elementary,1,,7314230634,610  Bolivar  HW,,,Jackson,TN,38301,,610  Bolivar  HW,,,Jackson,TN,38301,NO
929,47,01,0570,4702580,0071,00920,North Side High School,1,,7316683171,3066 North  Highland ,,,Jackson,TN,38305,,3066 North  Highland ,,,Jackson,TN,38305,NO
930,47,01,0570,4702580,0076,00083,Northeast Middle School,1,,7314226687,2665  Christmasville  RD,,,Jackson,TN,38305,,2665  Christmasville  RD,,,Jackson,TN,38305,NO
931,47,01,0570,4702580,0081,00922,Nova Elementary,1,,7314241591,248 Bedford White RD,,,Jackson,TN,38305,,248 Bedford White RD,,,Jackson,TN,38305,NO
932,47,01,0570,4702580,0086,00656,The Montessori Elementary School at Bemis,1,,7314223116,230 D ST,,,Jackson,TN,38301,,230 D ST,,,Jackson,TN,38301,NO
933,47,01,0570,4702580,0097,02068,Rose Hill Middle School,1,,7314236170,2233 Beech Bluff RD,,,Jackson,TN,38301,,2233 Beech Bluff RD,,,Jackson,TN,38301,NO
934,47,01,0570,4702580,0100,00924,Pope Elementary,1,,7316680350,1071  Old  Humboldt RD,,,Jackson,TN,38305,,1071  Old  Humboldt RD,,,Jackson,TN,38305,NO
935,47,01,0570,4702580,0102,00085,South Elementary,1,,7319885413,570  Stone  RD,,,Pinson,TN,38366,,570  Stone  RD,,,Pinson,TN,38366,NO
936,47,01,0570,4702580,0105,00925,South Side High School,1,,7314229923,84 Harts  Bridge RD,,,Jackson,TN,38301,,84 Harts  Bridge RD,,,Jackson,TN,38301,NO
937,47,01,0570,4702580,0111,01844,Thelma Barker Elementary,1,,7316688831,1470 Ashport RD,,,Jackson,TN,38305,,1470 Ashport RD,,,Jackson,TN,38305,NO
938,47,01,0570,4702580,0125,00659,Parkview Learning Center,4,,7316619976,905 E. Chester ST,,,Jackson,TN,38301,,905 E. Chester ST,,,Jackson,TN,38301,NO
939,47,01,0570,4702580,0130,00927,West Middle School,1,,7319883810,317  Denmark  RD,,,Denmark,TN,38391,,317  Denmark  RD,,,Denmark,TN,38391,NO
940,47,01,0570,4702580,0135,00660,Whitehall Pre-K Center,1,,7314276396,532 Whitehall ST,,,Jackson,TN,38301,,532 Whitehall ST,,,Jackson,TN,38301,NO
941,47,01,0570,4702580,0140,02261,East Elementary School,1,,7319883860,2480 Ashport RD,,,Jackson,TN,38305,,2480 Ashport RD,,,Jackson,TN,38305,NO
942,47,01,0570,4702580,0142,02254,North Parkway Middle School,1,,7314273384,1341 North PW,,,Jackson,TN,38305,,1341 North PW,,,Jackson,TN,38305,NO
943,47,01,0570,4702580,0144,02265,Jackson Career Technology Magnet Elementary,1,,7314274581,668 Lexington AV,,,Jackson,TN,38305,,668 Lexington AV,,,Jackson,TN,38305,NO
944,47,01,0570,4702580,0146,02259,Andrew Jackson Elementary Magnet School,1,,7316688023,211 Old Hickory BL,,,Jacksom,TN,38305,,211 Old Hickory BL,,,Jacksom,TN,38305,NO
945,47,01,0580,4702640,0021,00935,Jasper Elementary School,1,,4239422110,495 Warrior DR,,,Jasper,TN,37347,,495 Warrior DR,,,Jasper,TN,37347,NO
946,47,01,0580,4702640,0023,01850,Jasper Middle School,1,,4239426251,601  Elm  Avenue ,,,Jasper,TN,37347,,601  Elm  Avenue ,,,Jasper,TN,37347,NO
947,47,01,0580,4702640,0025,00936,Marion Co High School,1,www.marionschools.org/mchs,8659425161,160  Ridley  DR,,,Jasper,TN,37347,,160  Ridley  DR,,,Jasper,TN,37347,NO
948,47,01,0580,4702640,0030,00937,Monteagle Elementary,1,,4239242136,120  East  Main ST,,,Monteagle,TN,37356,,120  East  Main ST,,,Monteagle,TN,37356,NO
949,47,01,0580,4702640,0035,02107,Marion Prep Academy,1,,4239420945,720 Betsy Pack DR,,,Jasper,TN,37347,,720 Betsy Pack DR,,,Jasper,TN,37347,NO
950,47,01,0580,4702640,0050,00940,South Pittsburg Elementary,1,,4238376117,310  Elm  AV,,,South Pittsburg,TN,37380,,310  Elm  AV,,,South Pittsburg,TN,37380,NO
951,47,01,0580,4702640,0055,00941,South Pittsburg High School,1,,4238377561,717  Elm  AV,,,South Pittsburg,TN,37380,,717  Elm  AV,,,South Pittsburg,TN,37380,NO
952,47,01,0580,4702640,0063,01471,Whitwell Elementary,1,,4236585313,150 Tiger Trail ,,,Whitwell,TN,37397,,150 Tiger Trail ,,,Whitwell,TN,37397,NO
953,47,01,0580,4702640,0065,00943,Whitwell Middle School,1,www.marionschools.org/wms,4236585635,1 Butterfly LA,,,Whitwell,TN,37397,,1 Butterfly LA,,,Whitwell,TN,37397,NO
954,47,01,0580,4702640,0070,00944,Whitwell High School,1,www.marionschools.org/whs,4236585141,200  Tiger  TR,,,Whitwell,TN,37397,,200  Tiger  TR,,,Whitwell,TN,37397,NO
955,47,01,0581,4703540,0005,01474,Richard Hardy Memorial School,1,,4238377282,1620  Hamilton  Avenue ,,,South Pittsburg,TN,37380,,1620  Hamilton  Avenue ,,,South Pittsburg,TN,37380,NO
956,47,01,0590,4702670,0007,00482,Chapel Hill Elementary,1,www.ches.marshall.k12tn.net/,9313643435,415 S Horton PW,,,Chapel Hill,TN,37034,,415 S Horton PW,,,Chapel Hill,TN,37034,NO
957,47,01,0590,4702670,0018,01869,Cornersville Elementary,1,,9312932327,485 North Main ST,,,Cornersville,TN,37047,,485 North Main ST,,,Cornersville,TN,37047,NO
958,47,01,0590,4702670,0020,00948,Cornersville School,1,,9312936505,323  S  Main ST,,,Cornersville,TN,37047,,323  S  Main ST,,,Cornersville,TN,37047,NO
959,47,01,0590,4702670,0030,00950,Forrest School,1,,9313647260,310 North  Horton PW,,,Chapel Hill,TN,37034,,310 North  Horton PW,,,Chapel Hill,TN,37034,NO
960,47,01,0590,4702670,0041,00844,Lewisburg Middle School,1,,9313591265,500  Tiger  BL,,,Lewisburg,TN,37091,,500  Tiger  BL,,,Lewisburg,TN,37091,NO
961,47,01,0590,4702670,0043,01885,Marshall Elementary,1,www.marshall-es.marshall.k12.tn.us/,9313597149,401 Tiger DR,,,Lewisburg,TN,37091,,401 Tiger DR,,,Lewisburg,TN,37091,NO
962,47,01,0590,4702670,0047,00953,Marshall Co High School,1,,9313591549,597 W Ellington PW,,,Lewisburg,TN,37091,,597 W Ellington PW,,,Lewisburg,TN,37091,NO
963,47,01,0590,4702670,0051,01870,Oak Grove Elementary,1,,9312701855,1645 Franklin RD,,,Lewisburg,TN,37091,,1645 Franklin RD,,,Lewisburg,TN,37091,NO
964,47,01,0590,4702670,0060,01956,Westhills Elementary,1,www.wes.marshall.k12tn.net/,9313593909,1351 N Ellington PW,,,Lewisburg,TN,37091,,1351 N Ellington PW,,,Lewisburg,TN,37091,NO
965,47,01,0600,4702760,0005,00961,J. R. Baker Elementary,1,www.maury-lea.maury.k12.tn.us/BakerElementary/index.htm,9313883319,1301  Hamphire  PK,,,Columbia,TN,38401,,1301  Hamphire  PK,,,Columbia,TN,38401,NO
966,47,01,0600,4702760,0010,00962,J. Brown Elementary,1,,9313883601,301  Cord  DR,,,Columbia,TN,38401,,301  Cord  DR,,,Columbia,TN,38401,NO
967,47,01,0600,4702760,0015,00964,Columbia Central High School,1,www.columbiacentralhigh.com,9313812222,921 Lion PW,,,Columbia,TN,38401,,921 Lion PW,,,Columbia,TN,38401,NO
968,47,01,0600,4702760,0030,00967,Culleoka Unit School,1,www.maury-lea.maury.k12.tn.us,9319872511,1921 Warrior LA,,,Culleoka,TN,38451,,1921 Warrior LA,,,Culleoka,TN,38451,NO
969,47,01,0600,4702760,0033,00846,E. A. Cox Middle School,1,,9318403902,633 Bear Creek PK,,,Columbia,TN,38401,,633 Bear Creek PK,,,Columbia,TN,38401,NO
970,47,01,0600,4702760,0040,00969,Hampshire Unit School,1,,9312852300,4235 Old State RD,,,Hampshire,TN,38461,,4235 Old State RD,,,Hampshire,TN,38461,NO
971,47,01,0600,4702760,0045,00970,Highland Park Elementary,1,,9313887325,1606  Highland  AV,,,Columbia,TN,38401,,1606  Highland  AV,,,Columbia,TN,38401,NO
972,47,01,0600,4702760,0050,02007,J E Woodard Elementary,1,www.maury-lea.maury.k12.tn.us/woodardelementary/,9313802872,207  Rutherford  LA,,,Columbia,TN,38401,,207  Rutherford  LA,,,Columbia,TN,38401,NO
973,47,01,0600,4702760,0053,02120,Marvin Wright Elementary School,1,,9314863586,4714 Derryberry LA,,,Spring Hill,TN,37174,,4714 Derryberry LA,,,Spring Hill,TN,37174,NO
974,47,01,0600,4702760,0055,00973,McDowell Elementary,1,www.maury-lea.maury.k12.tn.us/McDowellElementary/index.htm,9318404418,714 West 7th ST,,,Columbia,TN,38401,,714 West 7th ST,,,Columbia,TN,38401,NO
975,47,01,0600,4702760,0059,00976,J E Woody Elementary,1,,9313795040,600 North Locust ST,,,Mt Pleasant,TN,38474,,600 North Locust ST,,,Mt Pleasant,TN,38474,NO
976,47,01,0600,4702760,0061,01473,Mt. Pleasant Middle Visual Perform. Arts,1,,9313791100,410 Gray LA,,,Mt. Pleasant,TN,38474,,410 Gray LA,,,Mt. Pleasant,TN,38474,NO
977,47,01,0600,4702760,0065,00974,Mt Pleasant High School,1,,9313795583,600 North Greenwood AV,,,Mt Pleasant,TN,38474,,600 North Greenwood AV,,,Mt Pleasant,TN,38474,NO
978,47,01,0600,4702760,0068,01118,R Howell Elementary,1,,9315401032,653 Bear Creek PK,,,Columbia,TN,38401,,653 Bear Creek PK,,,Columbia,TN,38401,NO
979,47,01,0600,4702760,0070,00977,Riverside Elementary,1,,9318404422,203  Carter  ST,,,Columbia,TN,38401,,203  Carter  ST,,,Columbia,TN,38401,NO
980,47,01,0600,4702760,0085,00979,Santa Fe Unit School,1,,9316822172,2629 Santa Fe PK,,,Santa Fe,TN,38482,,2629 Santa Fe PK,,,Santa Fe,TN,38482,NO
981,47,01,0600,4702760,0090,00980,Spring Hill Elementary,1,,9314862291,5359 S Main ST,,,Spring Hill,TN,37174,,5359 S Main ST,,,Spring Hill,TN,37174,NO
982,47,01,0600,4702760,0095,00981,Spring Hill High School,1,,9314862207, One Raider LA,,,Columbia,TN,38401,, One Raider LA,,,Columbia,TN,38401,NO
983,47,01,0600,4702760,0100,00982,Whitthorne Middle School,1,,9313882558,915 Lion PW,,,Columbia,TN,38401,,915 Lion PW,,,Columbia,TN,38401,NO
984,47,01,0600,4702760,0105,02227,Spring Hill Middle School,1,,9314511531,3501 Cleborne RD,,,Spring Hill,TN,37174,,3501 Cleborne RD,,,Spring Hill,TN,37174,NO
985,47,01,0610,4702910,0005,01005,Meigs South Elementary,1,,4233345444,9638 State Highway 58 S ,,,Decatur,TN,37322,,9638 State Highway 58 S ,,,Decatur,TN,37322,NO
986,47,01,0610,4702910,0008,01982,Meigs Middle School,1,,4233349187,586 North Main ,,,Decatur,TN,37322,,586 North Main ,,,Decatur,TN,37322,NO
987,47,01,0610,4702910,0015,01007,Meigs North Elementary,1,,4233345454,22015 State Highway 58 N ,,,Decatur,TN,37322,,22015 State Highway 58 N ,,,Decatur,TN,37322,NO
988,47,01,0610,4702910,0025,01009,Meigs County High School,1,,4233345797,Box 1182,,,Decatur,TN,37322,,105 Abel Avenue,,,Decatur,TN,37322,NO
989,47,01,0620,4703000,0010,01193,Coker Creek Elementary,1,WWW.MONROE.K12.TN.US,4232612241,130  Ruritan  RD,,,Tellico Plains,TN,37385,,130  Ruritan  RD,,,Tellico Plains,TN,37385,NO
990,47,01,0620,4703000,0018,01883,Madisonville Intermediate School,1,WWW.MONROE.K12.TN.US,4234422454,1000 Green RD,,,Madisonville,TN,37354,,1000 Green RD,,,Madisonville,TN,37354,NO
991,47,01,0620,4703000,0020,01196,Madisonville Middle School,1,WWW.MONROE.K12.TN.US,4234424137,175  Oak  Grove RD,,,Madisonville,TN,37354,,175  Oak  Grove RD,,,Madisonville,TN,37354,NO
992,47,01,0620,4703000,0025,01194,Madisonville Primary,1,WWW.MONROE.K12.TN.US,4234422236,268  Warren  ST,,,Madisonville,TN,37354,,268  Warren  ST,,,Madisonville,TN,37354,NO
993,47,01,0620,4703000,0033,02147,Monroe Academy,1,,4234429384,266 Warren ST,,,Madisonville,TN,37354,,266 Warren ST,,,Madisonville,TN,37354,NO
994,47,01,0620,4703000,0035,01198,Rural Vale Elementary,1,WWW.MONROE.K12.TN.US,4232533551,395 Daugherty  Springs RD,,,Tellico Plains,TN,37385,,395 Daugherty  Springs RD,,,Tellico Plains,TN,37385,NO
995,47,01,0620,4703000,0037,00409,Sequoyah High School,1,www.monroe.k12.tn.us,4234429230,3128  Hwy  411 ,,,Madisonville,TN,37354,,3128  Hwy  411 ,,,Madisonville,TN,37354,NO
996,47,01,0620,4703000,0040,01199,Sweetwater High School,1,www.monroe.k12.tn.us,4233377881,414 South High ST,,,Sweetwater,TN,37874,,414 South High ST,,,Sweetwater,TN,37874,NO
997,47,01,0620,4703000,0045,01200,Tellico Plains Elementary,1,WWW.MONROE.K12.TN.US,4232532626,121 Old  High School RD,,,Tellico Plains,TN,37385,,121 Old  High School RD,,,Tellico Plains,TN,37385,NO
998,47,01,0620,4703000,0050,01201,Tellico Plains High School,1,WWW.MONROE.K12.TN.US,4232532550,9180 Hwy 68 ,,,Tellico Plains,TN,37385,,9180 Hwy 68 ,,,Tellico Plains,TN,37385,NO
999,47,01,0620,4703000,0053,01202,Tellico Plains Junior High School,1,WWW.MONROE.K12.TN.US,4232532250,120 Old  High School RD,,,Tellico Plains,TN,37385,,120 Old  High School RD,,,Tellico Plains,TN,37385,NO
1000,47,01,0620,4703000,0055,01203,Vonore Elementary,1,WWW.MONROE.K12.TN.US,4238846485,1135 Hwy 411 ,,,Vonore,TN,37885,,1135 Hwy 411 ,,,Vonore,TN,37885,NO
1001,47,01,0620,4703000,0058,02069,Vonore Middle School,1,,4238842730,414 Hall ST,,,Vonore,TN,37885,,414 Hall ST,,,Vonore,TN,37885,NO
1002,47,01,0621,4704050,0005,01686,Brown Intermediate School,1,www.compurdy.com/scs/brown/index.htm,4233375905,135 Starrett ST,,,Sweetwater,TN,37874,,135 Starrett ST,,,Sweetwater,TN,37874,NO
1003,47,01,0621,4704050,0010,01687,Sweetwater Elementary,1,www.compurdy.com/scs/ses/index.html,4233377062,301 Broad ST,,,Sweetwater,TN,37874,,301 Broad ST,,,Sweetwater,TN,37874,NO
1004,47,01,0621,4704050,0015,01688,Sweetwater Jr High School,1,volweb.utk.edu/Schools/sweetwjh/,4233377336,1013 Cannon AV,,,Sweetwater,TN,37874,,1013 Cannon AV,,,Sweetwater,TN,37874,NO
1005,47,01,0621,4704050,0030,02034,Sweetwater Primary School,1,www.compurdy.com/scs/sps/,4233517004,500 Highway 322 East ,,,Sweetwater,TN,37874,,500 Highway 322 East ,,,Sweetwater,TN,37874,NO
1006,47,01,0630,4703030,0003,02108,Barkers Mill Elementary School,1,www.cmcss.net/go/BMES,9319067235,1230 Little Bobcat LA,,,Clarksville,TN,37042,,1230 Little Bobcat LA,,,Clarksville,TN,37042,NO
1007,47,01,0630,4703030,0005,01205,Barksdale Elementary,1,www.cmcss.net/go/BES,9316485685,1920  Madison  Ext ,,,Clarksville,TN,37043,,1920  Madison  Ext ,,,Clarksville,TN,37043,NO
1008,47,01,0630,4703030,0010,01206,Burt Elementary,1,www.cmcss.net/go/BURT,9316485630,110  Bailey  ST,,,Clarksville,TN,37040,,110  Bailey  ST,,,Clarksville,TN,37040,NO
1009,47,01,0630,4703030,0015,01207,Byrns L Darden Elementary,1,www.cmcss.net/go/BDES,9316485615,609  E  ST,,,Clarksville,TN,37042,,609  E  ST,,,Clarksville,TN,37042,NO
1010,47,01,0630,4703030,0017,00102,Kenwood Elementary,1,www.cmcss.net/go/KES,9315532059,1101  Peachers  Mill RD,,,Clarksville,TN,37042,,1101  Peachers  Mill RD,,,Clarksville,TN,37042,NO
1011,47,01,0630,4703030,0018,00361,Kenwood Middle School,1,www.cmcss.net/go/KMS,9315532080,241  E  Pine Mountain RD,,,Clarksville,TN,37042,,241  E  Pine Mountain RD,,,Clarksville,TN,37042,NO
1012,47,01,0630,4703030,0019,00850,Kenwood High School,1,www.cmcss.net/go/KHS,9319057900,251  E  Pine Mountain RD,,,Clarksville,TN,37042,,251  E  Pine Mountain RD,,,Clarksville,TN,37042,NO
1013,47,01,0630,4703030,0020,01208,Montgomery Central Elementary,1,www.cmcss.net/go/MCES,9313873208,4011  Hwy  48 ,,,Cunningham,TN,37052,,4011  Hwy  48 ,,,Cunningham,TN,37052,NO
1014,47,01,0630,4703030,0025,01209,Montgomery Central High School,1,www.cmcss.net/go/MCHS,9313873201,3955  Hwy  48 ,,,Cunningham,TN,37052,,3955  Hwy  48 ,,,Cunningham,TN,37052,NO
1015,47,01,0630,4703030,0027,00410,Hazelwood Elementary,1,www.cmcss.net/go/HES,9315532075,2623  Tiny  Town RD,,,Clarksville,TN,37042,,2623  Tiny  Town RD,,,Clarksville,TN,37042,NO
1016,47,01,0630,4703030,0030,01210,Clarksville High School,1,www.cmcss.net/go/CHS,9316485690,151  Richview  RD,,,Clarksville,TN,37043,,151  Richview  RD,,,Clarksville,TN,37043,NO
1017,47,01,0630,4703030,0035,01121,Glenellen Elementary,1,www.cmcss.net/go/GES,9319206158,825  Needmore  RD,,,Clarksville,TN,37040,,825  Needmore  RD,,,Clarksville,TN,37040,NO
1018,47,01,0630,4703030,0040,01211,Cumberland Hghts Elementary,1,www.cmcss.net/go/CHES,9316485695,2093  Ussery  S RD,,,Clarksville,TN,37040,,2093  Ussery  S RD,,,Clarksville,TN,37040,NO
1019,47,01,0630,4703030,0045,01212,East Montgomery Elementary,1,www.cmcss.net/go/EMES,9313582868,230  McAdoo  Creek RD,,,Clarksville,TN,37043,,230  McAdoo  Creek RD,,,Clarksville,TN,37043,NO
1020,47,01,0630,4703030,0049,00484,Liberty Elementary,1,www.cmcss.net/go/LES,9319055729,849  S  Liberty Church RD,,,Clarksville,TN,37042,,849  S  Liberty Church RD,,,Clarksville,TN,37042,NO
1021,47,01,0630,4703030,0051,01984,Minglewood Elementary,1,www.cmcss.net/go/MES,9316485646,215  Cunningham  LA,,,Clarksville,TN,37042,,215  Cunningham  LA,,,Clarksville,TN,37042,NO
1022,47,01,0630,4703030,0052,01985,Montgomery Central Middle School,1,www.cmcss.net/go/MCMS,9313872575,3941  Hwy  48 ,,,Cunningham,TN,37052,,3941  Hwy  48 ,,,Cunningham,TN,37052,NO
1023,47,01,0630,4703030,0055,01216,Moore Magnet Elementary,1,www.cmcss.net/go/MMS,9316485635,1350  Madison  ST,,,Clarksville,TN,37040,,1350  Madison  ST,,,Clarksville,TN,37040,NO
1024,47,01,0630,4703030,0060,01217,Norman Smith Elementary,1,www.cmcss.net/go/NSES,9316485660,740  Greenwood  AV,,,Clarksville,TN,37040,,740  Greenwood  AV,,,Clarksville,TN,37040,NO
1025,47,01,0630,4703030,0065,01218,New Providence Middle School,1,www.cmcss.net/go/NPMS,9316485655,146  Cunningham  LA,,,Clarksville,TN,37042,,146  Cunningham  LA,,,Clarksville,TN,37042,NO
1026,47,01,0630,4703030,0066,02010,Northeast Elementary,1,www.cmcss.net/go/NEES,9316485662,3705  Trenton  RD,,,Clarksville,TN,37040,,3705  Trenton  RD,,,Clarksville,TN,37040,NO
1027,47,01,0630,4703030,0067,02011,Northeast Middle School,1,www.cmcss.net/go/NEMS,9316485665,3703  Trenton  RD,,,Clarksville,TN,37040,,3703  Trenton  RD,,,Clarksville,TN,37040,NO
1028,47,01,0630,4703030,0068,01855,Northeast High School,1,www.cmcss.net/go/NEHS,9316485640,3701  Trenton  RD,,,Clarksville,TN,37040,,3701  Trenton  RD,,,Clarksville,TN,37040,NO
1029,47,01,0630,4703030,0070,01219,Northwest High School,1,www.cmcss.net/go/NWHS,9316485675,800  Lafayette  RD,,,Clarksville,TN,37042,,800  Lafayette  RD,,,Clarksville,TN,37042,NO
1030,47,01,0630,4703030,0073,01856,Richview Middle School,1,www.cmcss.net/go/RMS,9316485620,2350  Memorial  DR,,,Clarksville,TN,37043,,2350  Memorial  DR,,,Clarksville,TN,37043,NO
1031,47,01,0630,4703030,0075,01220,Ringgold Elementary,1,www.cmcss.net/go/RGES,9316485625,240  Ringgold  RD,,,Clarksville,TN,37042,,240  Ringgold  RD,,,Clarksville,TN,37042,NO
1032,47,01,0630,4703030,0077,00951,Rossview Middle School,1,www.cmcss.net/go/RVMS,9319206150,2265  Cardinal  LA,,,Clarksville,TN,37043,,2265  Cardinal  LA,,,Clarksville,TN,37043,NO
1033,47,01,0630,4703030,0078,01477,Rossview High School,1,www.cmcss.net/go/RHS,9315532070,1237 Rossview RD,,,Clarksville,TN,37043,,1237 Rossview RD,,,Clarksville,TN,37043,NO
1034,47,01,0630,4703030,0080,01221,St Bethlehem Elementary,1,www.cmcss.net/go/SBES,9316485670,2450  Old  Russellville ,,,Clarksville,TN,37040,,2450  Old  Russellville ,,,Clarksville,TN,37040,NO
1035,47,01,0630,4703030,0083,00851,Sango Elementary,1,www.cmcss.net/go/SES,9313584093,3585  Sango  RD,,,Clarksville,TN,37043,,3585  Sango  RD,,,Clarksville,TN,37043,NO
1036,47,01,0630,4703030,0084,02123,West Creek Middle School,1,,9315033288,2100 Peachers Mill RD,,,Clarksville,TN,37042,,2100 Peachers Mill RD,,,Clarksville,TN,37042,NO
1037,47,01,0630,4703030,0085,01222,Woodlawn Elementary,1,www.cmcss.net/go/WES,9316485680,2250 Woodlawn RD,,,Woodlawn,TN,37191,,2250 Woodlawn RD,,,Woodlawn,TN,37191,NO
1038,47,01,0630,4703030,0088,02158,The Middle College @ Austin Peay State University,1,,9312211350,P O Box 4654,Marks Bldg,,Clarksville,TN,37044,,601 College ST,Marks Bldg,,Clarksville,TN,37044,NO
1039,47,01,0630,4703030,0090,02152,West Creek Elementary School,1,,9316485600,2101 West Creek Coyote Tr,,,Clarksville,TN,37042,,2101 West Creek Coyote Tr,,,Clarksville,TN,37042,NO
1040,47,01,0630,,0095,,Carmel Elementary,1,,9316485600,4925 Sango RD,,,Clarksville,TN,37043,,4925 Sango RD,,,Clarksville,TN,37043,NO
1041,47,01,0630,4703030,0100,02153,West Creek High School,1,,9316485600,1210 West Creek Coyote Trail,,,Clarksville,TN,37042,,1210 West Creek Coyote Trail,,,Clarksville,TN,37042,NO
1042,47,01,0630,4703030,0105,02156,Rossview Elementary,1,,9316485600,2235 Cardinal Lane,,,Clarksville,TN,37043,,2235 Cardinal Lane,,,Clarksville,TN,37043,NO
1043,47,01,0640,4703060,0010,01223,Lynchburg Elementary,1,,9317597388,276 Mechanic Street North ,,,Lynchburg,TN,37352,,276 Mechanic Street North ,,,Lynchburg,TN,37352,NO
1044,47,01,0640,4703060,0015,01224,Moore County High School,1,,9317594231,1502 Hwy 55 ,,,Lynchburg,TN,37352,,1502 Hwy 55 ,,,Lynchburg,TN,37352,NO
1045,47,01,0650,4703090,0010,01226,Central Elementary,1,,4233466683,1315  Knoxville  HW,,,Wartburg,TN,37887,,1315  Knoxville  HW,,,Wartburg,TN,37887,NO
1046,47,01,0650,4703090,0013,01884,Central Middle School,1,,4233462800,146 Liberty RD,,,Wartburg,TN,37887,,146 Liberty RD,,,Wartburg,TN,37887,NO
1047,47,01,0650,4703090,0015,01227,Central High School,1,sun2.central-hs.morgan.k12.tn.us/wchs/,4233466616,1119  Knoxville  HW,,,Wartburg,TN,37887,,1119  Knoxville  HW,,,Wartburg,TN,37887,NO
1048,47,01,0650,4703090,0030,01230,Coalfield School,1,,8654357332,1720  Coalhill  RD,P. O. Box 98,,Coalfield,TN,37719,,1720 Coalhill RD,P. O. Box 98,,Coalfield,TN,37719,NO
1049,47,01,0650,4703090,0046,01233,Morgan County Vocational Center,3,,4233466285,132  Flat  Fork RD,,,Wartburg,TN,37887,,132  Flat  Fork RD,,,Wartburg,TN,37887,NO
1050,47,01,0650,4703090,0055,01235,Oakdale School,1,voyager.rtd.utk.edu/volweb/school/morgan/oakdale,4233693885,225 Clifty Creek RD,,,Oakdale,TN,37829,,225 Clifty Creek RD,,,Oakdale,TN,37829,NO
1051,47,01,0650,4703090,0060,01236,Petros Joyner Elementary,1,,4233248600,125 Petros Joyner School RD,,,Oliver Springs,TN,37840,,125 Petros Joyner School RD,,,Oliver Springs,TN,37840,NO
1052,47,01,0650,4703090,0070,01238,Sunbright School,1,,4236282244,205  Burrville  RD,,,Sunbright,TN,37872,,205  Burrville  RD,,,Sunbright,TN,37872,NO
