year,district,school,district_name,school_name,subject,grade,subgroup,valid_tests,pct_below_bsc,pct_bsc,pct_bsc_and_below,pct_prof,pct_adv,pct_prof_adv
2013,440,0,Jackson County,District,Math,3rd through 8th,Black,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,Math,3rd through 8th,Asian,,,,,,,
2013,440,0,Jackson County,District,Math,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,Math,3rd through 8th,Hawaiian or Pacific Islander,,,,,,,
2013,440,0,Jackson County,District,Math,3rd through 8th,Economically Disadvantaged,519,21.7,43.4,65.1,26.8,8.1,34.9
2013,440,0,Jackson County,District,Math,3rd through 8th,Students with Disabilities,128,48.5,36.7,85.2,12.5,2.3,14.8
2013,440,0,Jackson County,District,Math,3rd through 8th,English Language Learners,,,,,,,
2013,440,0,Jackson County,District,Math,3rd through 8th,Black/Hispanic/Native American,11,0,45.4,45.4,27.3,27.3,54.6
2013,440,0,Jackson County,District,Math,3rd,All Students,112,12.5,39.3,51.8,40.2,8,48.2
2013,440,0,Jackson County,District,Math,3rd,White,110,12.7,38.2,50.9,40.9,8.2,49.1
2013,440,0,Jackson County,District,Math,3rd,Hispanic,,,,,,,
2013,440,0,Jackson County,District,Math,3rd,Black,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,Math,3rd,Asian,,,,,,,
2013,440,0,Jackson County,District,Math,3rd,Native American,,,,,,,
2013,440,0,Jackson County,District,Math,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,440,0,Jackson County,District,Math,3rd,Economically Disadvantaged,85,16.5,43.5,60,35.3,4.7,40
2013,440,0,Jackson County,District,Math,3rd,Students with Disabilities,24,37.5,33.3,70.8,25,4.2,29.2
2013,440,0,Jackson County,District,Math,3rd,English Language Learners,,,,,,,
2013,440,0,Jackson County,District,Math,3rd,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,Math,7th,All Students,126,26.2,40.5,66.7,22.2,11.1,33.3
2013,440,0,Jackson County,District,Math,7th,White,124,26.6,41.1,67.7,21.8,10.5,32.3
2013,440,0,Jackson County,District,Math,7th,Hispanic,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,Math,7th,Black,,,,,,,
2013,440,0,Jackson County,District,Math,7th,Asian,,,,,,,
2013,440,0,Jackson County,District,Math,7th,Native American,,,,,,,
2013,440,0,Jackson County,District,Math,7th,Hawaiian or Pacific Islander,,,,,,,
2013,440,0,Jackson County,District,Math,7th,Economically Disadvantaged,100,29,39,68,24,8,32
2013,440,0,Jackson County,District,Math,7th,Students with Disabilities,15,***,***,***,***,***,***
2013,440,0,Jackson County,District,Math,7th,English Language Learners,,,,,,,
2013,440,0,Jackson County,District,Math,7th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,RLA,3rd through 8th,All Students,697,11.9,46.9,58.8,33.6,7.6,41.2
2013,440,0,Jackson County,District,RLA,3rd through 8th,White,686,12.1,46.6,58.7,33.7,7.6,41.3
2013,440,0,Jackson County,District,RLA,3rd through 8th,Hispanic,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,RLA,3rd through 8th,Black,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,RLA,3rd through 8th,Asian,,,,,,,
2013,440,0,Jackson County,District,RLA,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,RLA,3rd through 8th,Hawaiian or Pacific Islander,,,,,,,
2013,440,0,Jackson County,District,RLA,3rd through 8th,Economically Disadvantaged,520,13.6,50.6,64.2,30,5.8,35.8
2013,440,0,Jackson County,District,RLA,3rd through 8th,Students with Disabilities,128,35.9,46.1,82,13.3,4.7,18
2013,440,0,Jackson County,District,RLA,3rd through 8th,English Language Learners,,,,,,,
2013,440,0,Jackson County,District,RLA,3rd through 8th,Black/Hispanic/Native American,11,0,63.6,63.6,27.3,9.1,36.4
2013,440,0,Jackson County,District,RLA,3rd,All Students,112,10.7,48.2,58.9,29.5,11.6,41.1
2013,440,0,Jackson County,District,RLA,3rd,White,110,10.9,47.3,58.2,30,11.8,41.8
2013,440,0,Jackson County,District,RLA,3rd,Hispanic,,,,,,,
2013,440,0,Jackson County,District,RLA,3rd,Black,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,RLA,3rd,Asian,,,,,,,
2013,440,0,Jackson County,District,RLA,3rd,Native American,,,,,,,
2013,440,0,Jackson County,District,RLA,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,440,0,Jackson County,District,RLA,3rd,Economically Disadvantaged,85,13,50.6,63.6,28.2,8.2,36.4
2013,440,0,Jackson County,District,RLA,3rd,Students with Disabilities,24,45.9,33.3,79.2,8.3,12.5,20.8
2013,440,0,Jackson County,District,RLA,3rd,English Language Learners,,,,,,,
2013,440,0,Jackson County,District,RLA,3rd,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,RLA,7th,All Students,126,20.6,42.1,62.7,29.4,7.9,37.3
2013,440,0,Jackson County,District,RLA,7th,White,124,21,42.7,63.7,29,7.3,36.3
2013,440,0,Jackson County,District,RLA,7th,Hispanic,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,RLA,7th,Black,,,,,,,
2013,440,0,Jackson County,District,RLA,7th,Asian,,,,,,,
2013,440,0,Jackson County,District,RLA,7th,Native American,,,,,,,
2013,440,0,Jackson County,District,RLA,7th,Hawaiian or Pacific Islander,,,,,,,
2013,440,0,Jackson County,District,RLA,7th,Economically Disadvantaged,100,22,43,65,28,7,35
2013,440,0,Jackson County,District,RLA,7th,Students with Disabilities,15,80,13.3,93.3,6.7,0,6.7
2013,440,0,Jackson County,District,RLA,7th,English Language Learners,,,,,,,
2013,440,0,Jackson County,District,RLA,7th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,Algebra I,9th through 12th,All Students,127,17.3,26.8,44.1,39.4,16.5,55.9
2013,440,0,Jackson County,District,Algebra I,9th through 12th,White,125,16.8,27.2,44,40,16,56
2013,440,0,Jackson County,District,Algebra I,9th through 12th,Hispanic,,,,,,,
2013,440,0,Jackson County,District,Algebra I,9th through 12th,Black,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,Algebra I,9th through 12th,Asian,,,,,,,
2013,440,0,Jackson County,District,Algebra I,9th through 12th,Native American,,,,,,,
2013,440,0,Jackson County,District,Algebra I,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,440,0,Jackson County,District,Algebra I,9th through 12th,Economically Disadvantaged,80,19.9,30,49.9,33.8,16.3,50.1
2013,440,0,Jackson County,District,Algebra I,9th through 12th,Students with Disabilities,18,55.5,38.9,94.4,5.6,0,5.6
2013,440,0,Jackson County,District,Algebra I,9th through 12th,English Language Learners,,,,,,,
2013,440,0,Jackson County,District,Algebra I,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,Algebra II,9th through 12th,All Students,101,15.8,43.6,59.4,26.7,13.9,40.6
2013,440,0,Jackson County,District,Algebra II,9th through 12th,White,96,16.6,44.8,61.4,24,14.6,38.6
2013,440,0,Jackson County,District,Algebra II,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,Algebra II,9th through 12th,Black,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,Algebra II,9th through 12th,Asian,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,Algebra II,9th through 12th,Native American,,,,,,,
2013,440,0,Jackson County,District,Algebra II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,440,0,Jackson County,District,Algebra II,9th through 12th,Economically Disadvantaged,59,20.3,45.8,66.1,25.4,8.5,33.9
2013,440,0,Jackson County,District,Algebra II,9th through 12th,Students with Disabilities,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,Algebra II,9th through 12th,English Language Learners,,,,,,,
2013,440,0,Jackson County,District,Algebra II,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,English II,9th through 12th,All Students,122,9,32,41,54.1,4.9,59
2013,440,0,Jackson County,District,English II,9th through 12th,White,118,8.4,31.4,39.8,55.1,5.1,60.2
2013,440,0,Jackson County,District,English II,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,English II,9th through 12th,Black,,,,,,,
2013,440,0,Jackson County,District,English II,9th through 12th,Asian,,,,,,,
2013,440,0,Jackson County,District,English II,9th through 12th,Native American,,,,,,,
2013,440,0,Jackson County,District,English II,9th through 12th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,English II,9th through 12th,Economically Disadvantaged,73,12.3,38.4,50.7,45.2,4.1,49.3
2013,440,0,Jackson County,District,English II,9th through 12th,Students with Disabilities,18,27.8,38.9,66.7,33.3,0,33.3
2013,440,0,Jackson County,District,English II,9th through 12th,English Language Learners,,,,,,,
2013,440,0,Jackson County,District,English II,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,English III,9th through 12th,All Students,119,21.8,37,58.8,26.9,14.3,41.2
2013,440,0,Jackson County,District,English III,9th through 12th,White,115,21.7,37.4,59.1,26.1,14.8,40.9
2013,440,0,Jackson County,District,English III,9th through 12th,Hispanic,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,English III,9th through 12th,Black,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,English III,9th through 12th,Asian,*,*,*,*,*,*,*
2013,440,0,Jackson County,District,English III,9th through 12th,Native American,,,,,,,
2013,440,0,Jackson County,District,English III,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,440,0,Jackson County,District,English III,9th through 12th,Economically Disadvantaged,72,27.8,40.3,68.1,20.8,11.1,31.9
2013,440,0,Jackson County,District,English III,9th through 12th,Students with Disabilities,21,***,***,***,***,***,***
2013,440,0,Jackson County,District,English III,9th through 12th,English Language Learners,,,,,,,
2013,440,0,Jackson County,District,English III,9th through 12th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Math,3rd through 8th,All Students,3364,16.2,37.8,54,29.5,16.5,46
2013,450,0,Jefferson County,District,Math,3rd through 8th,White,3056,16,37,53,29.9,17.1,47
2013,450,0,Jefferson County,District,Math,3rd through 8th,Hispanic,187,18.7,46,64.7,25.1,10.2,35.3
2013,450,0,Jefferson County,District,Math,3rd through 8th,Black,95,22.1,46.3,68.4,24.2,7.4,31.6
2013,450,0,Jefferson County,District,Math,3rd through 8th,Asian,20,10,25,35,30,35,65
2013,450,0,Jefferson County,District,Math,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Math,3rd through 8th,Hawaiian or Pacific Islander,,,,,,,
2013,450,0,Jefferson County,District,Math,3rd through 8th,Economically Disadvantaged,2054,20.4,41.5,61.9,27,11.1,38.1
2013,450,0,Jefferson County,District,Math,3rd through 8th,Students with Disabilities,371,38.3,35.8,74.1,12.7,13.2,25.9
2013,450,0,Jefferson County,District,Math,3rd through 8th,English Language Learners,101,28.7,49.5,78.2,14.9,6.9,21.8
2013,450,0,Jefferson County,District,Math,3rd through 8th,Black/Hispanic/Native American,288,19.8,46.5,66.3,24.7,9,33.7
2013,450,0,Jefferson County,District,Math,3rd,All Students,532,9.3,38.5,47.8,38.3,13.9,52.2
2013,450,0,Jefferson County,District,Math,3rd,White,475,8,37.9,45.9,39.4,14.7,54.1
2013,450,0,Jefferson County,District,Math,3rd,Hispanic,36,25,50,75,22.2,2.8,25
2013,450,0,Jefferson County,District,Math,3rd,Black,14,14.3,35.7,50,42.9,7.1,50
2013,450,0,Jefferson County,District,Math,3rd,Asian,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Math,3rd,Native American,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Math,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,450,0,Jefferson County,District,Math,3rd,Economically Disadvantaged,310,11,44.2,55.2,34.2,10.6,44.8
2013,450,0,Jefferson County,District,Math,3rd,Students with Disabilities,56,23.2,41.1,64.3,14.3,21.4,35.7
2013,450,0,Jefferson County,District,Math,3rd,English Language Learners,15,***,***,***,***,***,***
2013,450,0,Jefferson County,District,Math,3rd,Black/Hispanic/Native American,52,21.2,46.2,67.4,28.8,3.8,32.6
2013,450,0,Jefferson County,District,Math,7th,All Students,604,21.3,35.9,57.2,25.7,17.1,42.8
2013,450,0,Jefferson County,District,Math,7th,White,551,22,34.8,56.8,25.6,17.6,43.2
2013,450,0,Jefferson County,District,Math,7th,Hispanic,32,12.4,43.8,56.2,34.4,9.4,43.8
2013,450,0,Jefferson County,District,Math,7th,Black,16,12.5,62.5,75,12.5,12.5,25
2013,450,0,Jefferson County,District,Math,7th,Asian,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Math,7th,Native American,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Math,7th,Hawaiian or Pacific Islander,,,,,,,
2013,450,0,Jefferson County,District,Math,7th,Economically Disadvantaged,378,26.3,38.6,64.9,24.3,10.8,35.1
2013,450,0,Jefferson County,District,Math,7th,Students with Disabilities,61,42.7,39.3,82,8.2,9.8,18
2013,450,0,Jefferson County,District,Math,7th,English Language Learners,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Math,7th,Black/Hispanic/Native American,49,14.3,49,63.3,26.5,10.2,36.7
2013,450,0,Jefferson County,District,RLA,3rd through 8th,All Students,3359,13.2,41.8,55,36.7,8.3,45
2013,450,0,Jefferson County,District,RLA,3rd through 8th,White,3056,12.3,41.9,54.2,37.1,8.7,45.8
2013,450,0,Jefferson County,District,RLA,3rd through 8th,Hispanic,182,28.6,37.9,66.5,28.6,4.9,33.5
2013,450,0,Jefferson County,District,RLA,3rd through 8th,Black,95,13.6,49.5,63.1,35.8,1.1,36.9
2013,450,0,Jefferson County,District,RLA,3rd through 8th,Asian,20,15,20,35,55,10,65
2013,450,0,Jefferson County,District,RLA,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,RLA,3rd through 8th,Hawaiian or Pacific Islander,,,,,,,
2013,450,0,Jefferson County,District,RLA,3rd through 8th,Economically Disadvantaged,2049,17.2,47,64.2,30.6,5.2,35.8
2013,450,0,Jefferson County,District,RLA,3rd through 8th,Students with Disabilities,371,37.2,39.1,76.3,10.5,13.2,23.7
2013,450,0,Jefferson County,District,RLA,3rd through 8th,English Language Learners,96,47.8,36.5,84.3,11.5,4.2,15.7
2013,450,0,Jefferson County,District,RLA,3rd through 8th,Black/Hispanic/Native American,283,23.4,42.4,65.8,30.7,3.5,34.2
2013,450,0,Jefferson County,District,RLA,3rd,All Students,529,12.3,44.6,56.9,33.1,10,43.1
2013,450,0,Jefferson County,District,RLA,3rd,White,475,10.5,45.3,55.8,33.7,10.5,44.2
2013,450,0,Jefferson County,District,RLA,3rd,Hispanic,33,42.4,30.3,72.7,21.2,6.1,27.3
2013,450,0,Jefferson County,District,RLA,3rd,Black,14,7.2,57.1,64.3,35.7,0,35.7
2013,450,0,Jefferson County,District,RLA,3rd,Asian,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,RLA,3rd,Native American,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,RLA,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,450,0,Jefferson County,District,RLA,3rd,Economically Disadvantaged,307,15.3,48.9,64.2,28.3,7.5,35.8
2013,450,0,Jefferson County,District,RLA,3rd,Students with Disabilities,56,26.7,42.9,69.6,12.5,17.9,30.4
2013,450,0,Jefferson County,District,RLA,3rd,English Language Learners,12,***,***,***,***,***,***
2013,450,0,Jefferson County,District,RLA,3rd,Black/Hispanic/Native American,49,30.6,38.8,69.4,26.5,4.1,30.6
2013,450,0,Jefferson County,District,RLA,7th,All Students,604,20.2,37.1,57.3,33.9,8.8,42.7
2013,450,0,Jefferson County,District,RLA,7th,White,551,19.5,36.7,56.2,34.7,9.1,43.8
2013,450,0,Jefferson County,District,RLA,7th,Hispanic,32,31.2,40.6,71.8,21.9,6.3,28.2
2013,450,0,Jefferson County,District,RLA,7th,Black,16,18.7,37.5,56.2,37.5,6.3,43.8
2013,450,0,Jefferson County,District,RLA,7th,Asian,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,RLA,7th,Native American,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,RLA,7th,Hawaiian or Pacific Islander,,,,,,,
2013,450,0,Jefferson County,District,RLA,7th,Economically Disadvantaged,378,25.4,41.8,67.2,27.8,5,32.8
2013,450,0,Jefferson County,District,RLA,7th,Students with Disabilities,61,52.5,29.5,82,4.9,13.1,18
2013,450,0,Jefferson County,District,RLA,7th,English Language Learners,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,RLA,7th,Black/Hispanic/Native American,49,26.6,40.8,67.4,26.5,6.1,32.6
2013,450,0,Jefferson County,District,Algebra I,9th through 12th,All Students,552,7.3,18.8,26.1,30.1,43.8,73.9
2013,450,0,Jefferson County,District,Algebra I,9th through 12th,White,514,7.1,18.7,25.8,30.4,43.8,74.2
2013,450,0,Jefferson County,District,Algebra I,9th through 12th,Hispanic,26,7.7,19.2,26.9,23.1,50,73.1
2013,450,0,Jefferson County,District,Algebra I,9th through 12th,Black,10,10,30,40,30,30,60
2013,450,0,Jefferson County,District,Algebra I,9th through 12th,Asian,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Algebra I,9th through 12th,Native American,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Algebra I,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,450,0,Jefferson County,District,Algebra I,9th through 12th,Economically Disadvantaged,295,7.7,21.4,29.1,31.9,39,70.9
2013,450,0,Jefferson County,District,Algebra I,9th through 12th,Students with Disabilities,35,8.5,34.3,42.8,34.3,22.9,57.2
2013,450,0,Jefferson County,District,Algebra I,9th through 12th,English Language Learners,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Algebra I,9th through 12th,Black/Hispanic/Native American,37,8.2,21.6,29.8,27,43.2,70.2
2013,450,0,Jefferson County,District,Algebra II,9th through 12th,All Students,361,13.9,39.3,53.2,28.5,18.3,46.8
2013,450,0,Jefferson County,District,Algebra II,9th through 12th,White,335,13.1,39.1,52.2,29.3,18.5,47.8
2013,450,0,Jefferson County,District,Algebra II,9th through 12th,Hispanic,14,28.6,35.7,64.3,21.4,14.3,35.7
2013,450,0,Jefferson County,District,Algebra II,9th through 12th,Black,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Algebra II,9th through 12th,Asian,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Algebra II,9th through 12th,Native American,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Algebra II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,450,0,Jefferson County,District,Algebra II,9th through 12th,Economically Disadvantaged,143,14.6,47.6,62.2,30.1,7.7,37.8
2013,450,0,Jefferson County,District,Algebra II,9th through 12th,Students with Disabilities,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Algebra II,9th through 12th,English Language Learners,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,Algebra II,9th through 12th,Black/Hispanic/Native American,25,24,44,68,20,12,32
2013,450,0,Jefferson County,District,English II,9th through 12th,All Students,548,9.5,25,34.5,54.6,10.9,65.5
2013,450,0,Jefferson County,District,English II,9th through 12th,White,501,9.1,24,33.1,55.5,11.4,66.9
2013,450,0,Jefferson County,District,English II,9th through 12th,Hispanic,25,12,36,48,40,12,52
2013,450,0,Jefferson County,District,English II,9th through 12th,Black,18,16.7,33.3,50,50,0,50
2013,450,0,Jefferson County,District,English II,9th through 12th,Asian,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,English II,9th through 12th,Native American,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,English II,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,450,0,Jefferson County,District,English II,9th through 12th,Economically Disadvantaged,273,11.4,30,41.4,51.6,7,58.6
2013,450,0,Jefferson County,District,English II,9th through 12th,Students with Disabilities,39,41,35.9,76.9,12.8,10.3,23.1
2013,450,0,Jefferson County,District,English II,9th through 12th,English Language Learners,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,English II,9th through 12th,Black/Hispanic/Native American,44,13.6,36.4,50,43.2,6.8,50
2013,450,0,Jefferson County,District,English III,9th through 12th,All Students,372,18.5,40.9,59.4,33.3,7.3,40.6
2013,450,0,Jefferson County,District,English III,9th through 12th,White,339,17.7,41,58.7,33.3,8,41.3
2013,450,0,Jefferson County,District,English III,9th through 12th,Hispanic,14,42.8,42.9,85.7,14.3,0,14.3
2013,450,0,Jefferson County,District,English III,9th through 12th,Black,14,14.2,42.9,57.1,42.9,0,42.9
2013,450,0,Jefferson County,District,English III,9th through 12th,Asian,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,English III,9th through 12th,Native American,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,English III,9th through 12th,Hawaiian or Pacific Islander,,,,,,,
2013,450,0,Jefferson County,District,English III,9th through 12th,Economically Disadvantaged,164,23.8,40.2,64,29.3,6.7,36
2013,450,0,Jefferson County,District,English III,9th through 12th,Students with Disabilities,25,***,***,***,***,***,***
2013,450,0,Jefferson County,District,English III,9th through 12th,English Language Learners,*,*,*,*,*,*,*
2013,450,0,Jefferson County,District,English III,9th through 12th,Black/Hispanic/Native American,30,26.7,40,66.7,33.3,0,33.3
2013,460,0,Johnson County,District,Math,3rd through 8th,All Students,974,15.7,33.7,49.4,31.3,19.3,50.6
2013,460,0,Johnson County,District,Math,3rd through 8th,White,939,15.4,34,49.4,31.2,19.4,50.6
2013,460,0,Johnson County,District,Math,3rd through 8th,Hispanic,22,18.1,36.4,54.5,36.4,9.1,45.5
2013,460,0,Johnson County,District,Math,3rd through 8th,Black,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,Math,3rd through 8th,Asian,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,Math,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,Math,3rd through 8th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,Math,3rd through 8th,Economically Disadvantaged,559,19.5,36.1,55.6,29.9,14.5,44.4
2013,460,0,Johnson County,District,Math,3rd through 8th,Students with Disabilities,181,37,30.9,67.9,18.8,13.3,32.1
2013,460,0,Johnson County,District,Math,3rd through 8th,English Language Learners,11,18.1,45.5,63.6,36.4,0,36.4
2013,460,0,Johnson County,District,Math,3rd through 8th,Black/Hispanic/Native American,31,25.8,25.8,51.6,38.7,9.7,48.4
2013,460,0,Johnson County,District,Math,3rd,All Students,164,4.3,33.5,37.8,36.6,25.6,62.2
2013,460,0,Johnson County,District,Math,3rd,White,160,4.4,33.1,37.5,36.9,25.6,62.5
2013,460,0,Johnson County,District,Math,3rd,Hispanic,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,Math,3rd,Black,,,,,,,
2013,460,0,Johnson County,District,Math,3rd,Asian,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,Math,3rd,Native American,,,,,,,
2013,460,0,Johnson County,District,Math,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,460,0,Johnson County,District,Math,3rd,Economically Disadvantaged,94,4.2,41.5,45.7,36.2,18.1,54.3
2013,460,0,Johnson County,District,Math,3rd,Students with Disabilities,28,17.9,39.3,57.2,21.4,21.4,42.8
2013,460,0,Johnson County,District,Math,3rd,English Language Learners,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,Math,3rd,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,Math,7th,All Students,165,17,33.9,50.9,30.9,18.2,49.1
2013,460,0,Johnson County,District,Math,7th,White,162,16,34,50,31.5,18.5,50
2013,460,0,Johnson County,District,Math,7th,Hispanic,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,Math,7th,Black,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,Math,7th,Asian,,,,,,,
2013,460,0,Johnson County,District,Math,7th,Native American,,,,,,,
2013,460,0,Johnson County,District,Math,7th,Hawaiian or Pacific Islander,,,,,,,
2013,460,0,Johnson County,District,Math,7th,Economically Disadvantaged,89,20.3,39.3,59.6,29.2,11.2,40.4
2013,460,0,Johnson County,District,Math,7th,Students with Disabilities,29,51.8,34.5,86.3,3.4,10.3,13.7
2013,460,0,Johnson County,District,Math,7th,English Language Learners,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,Math,7th,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,RLA,3rd through 8th,All Students,974,9.5,40.1,49.6,39.7,10.7,50.4
2013,460,0,Johnson County,District,RLA,3rd through 8th,White,939,9,40.5,49.5,39.5,11,50.5
2013,460,0,Johnson County,District,RLA,3rd through 8th,Hispanic,22,18.1,45.5,63.6,36.4,0,36.4
2013,460,0,Johnson County,District,RLA,3rd through 8th,Black,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,RLA,3rd through 8th,Asian,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,RLA,3rd through 8th,Native American,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,RLA,3rd through 8th,Hawaiian or Pacific Islander,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,RLA,3rd through 8th,Economically Disadvantaged,560,13.2,44.1,57.3,34.1,8.6,42.7
2013,460,0,Johnson County,District,RLA,3rd through 8th,Students with Disabilities,180,24.5,48.9,73.4,17.2,9.4,26.6
2013,460,0,Johnson County,District,RLA,3rd through 8th,English Language Learners,11,27.2,27.3,54.5,45.5,0,45.5
2013,460,0,Johnson County,District,RLA,3rd through 8th,Black/Hispanic/Native American,31,22.6,35.5,58.1,41.9,0,41.9
2013,460,0,Johnson County,District,RLA,3rd,All Students,165,9.7,39.4,49.1,37,13.9,50.9
2013,460,0,Johnson County,District,RLA,3rd,White,161,9.2,39.8,49,37.3,13.7,51
2013,460,0,Johnson County,District,RLA,3rd,Hispanic,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,RLA,3rd,Black,,,,,,,
2013,460,0,Johnson County,District,RLA,3rd,Asian,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,RLA,3rd,Native American,,,,,,,
2013,460,0,Johnson County,District,RLA,3rd,Hawaiian or Pacific Islander,,,,,,,
2013,460,0,Johnson County,District,RLA,3rd,Economically Disadvantaged,95,12.6,45.3,57.9,33.7,8.4,42.1
2013,460,0,Johnson County,District,RLA,3rd,Students with Disabilities,29,27.6,41.4,69,13.8,17.2,31
2013,460,0,Johnson County,District,RLA,3rd,English Language Learners,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,RLA,3rd,Black/Hispanic/Native American,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,RLA,7th,All Students,163,9.8,41.7,51.5,35.6,12.9,48.5
2013,460,0,Johnson County,District,RLA,7th,White,160,8.7,41.9,50.6,36.3,13.1,49.4
2013,460,0,Johnson County,District,RLA,7th,Hispanic,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,RLA,7th,Black,*,*,*,*,*,*,*
2013,460,0,Johnson County,District,RLA,7th,Asian,,,,,,,
2013,460,0,Johnson County,District,RLA,7th,Native American,,,,,,,
2013,460,0,Johnson County,District,RLA,7th,Hawaiian or Pacific Islander,,,,,,,
2013,460,0,Johnson County,District,RLA,7th,Economically Disadvantaged,88,13.6,43.2,56.8,31.8,11.4,43.2
2013,460,0,Johnson County,District,RLA,7th,Students with Disabilities,27,18.5,63,81.5,11.1,7.4,18.5
2013,460,0,Johnson County,District,RLA,7th,English Language Learners,*,*,*,*,*,*,*
