year,system,system_name,school,school_name,subject,grade,subgroup,valid_tests,n_below_bsc,n_bsc,n_prof,n_adv,pct_below_bsc,pct_bsc,pct_prof,pct_adv,pct_bsc_and_below,pct_prof_adv
2013,0,State,0,State,Algebra II,9,All Students,1778,253,191,423,911,14.3,10.7,23.8,51.2,25,75
2013,0,State,0,State,Algebra II,9,White,1220,60,103,311,746,5,8.4,25.5,61.1,13.4,86.6
2013,0,State,0,State,Algebra II,9,Hispanic,103,47,19,16,21,45.7,18.4,15.5,20.4,64.1,35.9
2013,0,State,0,State,Algebra II,9,Black,334,142,67,84,41,42.5,20.1,25.1,12.3,62.6,37.4
2013,0,State,0,State,Algebra II,9,Asian,118,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,Algebra II,9,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,9,Hawaiian or Pacific Islander,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,9,Economically Disadvantaged,547,205,115,122,105,37.5,21,22.3,19.2,58.5,41.5
2013,0,State,0,State,Algebra II,9,Students with Disabilities,34,22,5,1,6,64.8,14.7,2.9,17.6,79.5,20.5
2013,0,State,0,State,Algebra II,9,English Language Learners,25,16,5,3,1,64,20,12,4,84,16
2013,0,State,0,State,Algebra II,9,English Language Learners with T1/T2,37,26,5,3,3,70.3,13.5,8.1,8.1,83.8,16.2
2013,0,State,0,State,Algebra II,9,Black/Hispanic/Native American,439,190,86,100,63,43.2,19.6,22.8,14.4,62.8,37.2
2013,0,State,0,State,Algebra II,10,All Students,18193,2602,4363,6227,5001,14.3,24,34.2,27.5,38.3,61.7
2013,0,State,0,State,Algebra II,10,White,12691,1149,2631,4665,4246,9,20.7,36.8,33.5,29.7,70.3
2013,0,State,0,State,Algebra II,10,Hispanic,908,185,260,294,169,20.4,28.6,32.4,18.6,49,51
2013,0,State,0,State,Algebra II,10,Black,3993,1241,1409,1048,295,31.1,35.3,26.2,7.4,66.4,33.6
2013,0,State,0,State,Algebra II,10,Asian,537,15,53,192,277,2.7,9.9,35.8,51.6,12.6,87.4
2013,0,State,0,State,Algebra II,10,Native American,34,6,6,14,8,17.7,17.6,41.2,23.5,35.3,64.7
2013,0,State,0,State,Algebra II,10,Hawaiian or Pacific Islander,25,4,3,12,6,16,12,48,24,28,72
2013,0,State,0,State,Algebra II,10,Economically Disadvantaged,7089,1772,2310,2127,880,25,32.6,30,12.4,57.6,42.4
2013,0,State,0,State,Algebra II,10,Students with Disabilities,368,165,124,56,23,44.8,33.7,15.2,6.3,78.5,21.5
2013,0,State,0,State,Algebra II,10,English Language Learners,126,66,35,17,8,52.4,27.8,13.5,6.3,80.2,19.8
2013,0,State,0,State,Algebra II,10,English Language Learners with T1/T2,191,84,58,34,15,43.9,30.4,17.8,7.9,74.3,25.7
2013,0,State,0,State,Algebra II,10,Black/Hispanic/Native American,4935,1432,1675,1356,472,29,33.9,27.5,9.6,62.9,37.1
2013,0,State,0,State,Algebra II,11,All Students,39115,10013,15338,11081,2683,25.6,39.2,28.3,6.9,64.8,35.2
2013,0,State,0,State,Algebra II,11,White,27189,5496,10558,8809,2326,20.2,38.8,32.4,8.6,59,41
2013,0,State,0,State,Algebra II,11,Hispanic,2037,621,787,525,104,30.5,38.6,25.8,5.1,69.1,30.9
2013,0,State,0,State,Algebra II,11,Black,9203,3776,3749,1504,174,41.1,40.7,16.3,1.9,81.8,18.2
2013,0,State,0,State,Algebra II,11,Asian,489,69,157,197,66,14.1,32.1,40.3,13.5,46.2,53.8
2013,0,State,0,State,Algebra II,11,Native American,111,25,49,29,8,22.6,44.1,26.1,7.2,66.7,33.3
2013,0,State,0,State,Algebra II,11,Hawaiian or Pacific Islander,52,12,22,13,5,23.1,42.3,25,9.6,65.4,34.6
2013,0,State,0,State,Algebra II,11,Economically Disadvantaged,18577,6211,7588,4125,653,33.5,40.8,22.2,3.5,74.3,25.7
2013,0,State,0,State,Algebra II,11,Students with Disabilities,1686,844,599,222,21,50.1,35.5,13.2,1.2,85.6,14.4
2013,0,State,0,State,Algebra II,11,English Language Learners,362,189,120,44,9,52.2,33.1,12.2,2.5,85.3,14.7
2013,0,State,0,State,Algebra II,11,English Language Learners with T1/T2,566,269,200,79,18,47.5,35.3,14,3.2,82.8,17.2
2013,0,State,0,State,Algebra II,11,Black/Hispanic/Native American,11351,4422,4585,2058,286,39,40.4,18.1,2.5,79.4,20.6
2013,0,State,0,State,Algebra II,12,All Students,5090,2444,1929,672,45,48,37.9,13.2,0.9,85.9,14.1
2013,0,State,0,State,Algebra II,12,White,2834,1137,1182,481,34,40.1,41.7,17,1.2,81.8,18.2
2013,0,State,0,State,Algebra II,12,Hispanic,400,188,159,51,2,46.9,39.8,12.8,0.5,86.7,13.3
2013,0,State,0,State,Algebra II,12,Black,1752,1073,547,126,6,61.3,31.2,7.2,0.3,92.5,7.5
2013,0,State,0,State,Algebra II,12,Asian,76,36,29,9,2,47.4,38.2,11.8,2.6,85.6,14.4
2013,0,State,0,State,Algebra II,12,Native American,19,6,8,5,0,31.6,42.1,26.3,0,73.7,26.3
2013,0,State,0,State,Algebra II,12,Hawaiian or Pacific Islander,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,12,Economically Disadvantaged,3121,1627,1126,341,27,52.1,36.1,10.9,0.9,88.2,11.8
2013,0,State,0,State,Algebra II,12,Students with Disabilities,638,409,177,52,0,64.1,27.7,8.2,0,91.8,8.2
2013,0,State,0,State,Algebra II,12,English Language Learners,142,92,40,10,0,64.8,28.2,7,0,93,7
2013,0,State,0,State,Algebra II,12,English Language Learners with T1/T2,193,117,60,16,0,60.6,31.1,8.3,0,91.7,8.3
2013,0,State,0,State,Algebra II,12,Black/Hispanic/Native American,2171,1267,714,182,8,58.3,32.9,8.4,0.4,91.2,8.8
2013,0,State,0,State,Algebra II,Missing Grade,All Students,194,74,78,31,11,38.1,40.2,16,5.7,78.3,21.7
2013,0,State,0,State,Algebra II,Missing Grade,White,162,53,75,25,9,32.7,46.3,15.4,5.6,79,21
2013,0,State,0,State,Algebra II,Missing Grade,Hispanic,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,Missing Grade,Black,26,18,3,4,1,69.3,11.5,15.4,3.8,80.8,19.2
2013,0,State,0,State,Algebra II,Missing Grade,Asian,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,Missing Grade,Native American,,,,,,,,,,,
2013,0,State,0,State,Algebra II,Missing Grade,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,Algebra II,Missing Grade,Economically Disadvantaged,113,53,43,15,2,46.8,38.1,13.3,1.8,84.9,15.1
2013,0,State,0,State,Algebra II,Missing Grade,Students with Disabilities,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,Missing Grade,English Language Learners,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,Missing Grade,English Language Learners with T1/T2,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,Algebra II,Missing Grade,Black/Hispanic/Native American,31,21,3,6,1,67.7,9.7,19.4,3.2,77.4,22.6
2013,0,State,0,State,English I,All Grades,All Students,72950,6381,16834,40228,9507,8.8,23.1,55.1,13,31.9,68.1
2013,0,State,0,State,English I,All Grades,White,49405,2763,9055,29384,8203,5.6,18.3,59.5,16.6,23.9,76.1
2013,0,State,0,State,English I,All Grades,Hispanic,4028,429,1189,2140,270,10.7,29.5,53.1,6.7,40.2,59.8
2013,0,State,0,State,English I,All Grades,Black,17923,3060,6349,7865,649,17.1,35.4,43.9,3.6,52.5,47.5
2013,0,State,0,State,English I,All Grades,Asian,1268,104,170,657,337,8.2,13.4,51.8,26.6,21.6,78.4
2013,0,State,0,State,English I,All Grades,Native American,211,20,49,115,27,9.5,23.2,54.5,12.8,32.7,67.3
2013,0,State,0,State,English I,All Grades,Hawaiian or Pacific Islander,102,4,18,62,18,4,17.6,60.8,17.6,21.6,78.4
2013,0,State,0,State,English I,All Grades,Economically Disadvantaged,37363,4936,11559,18741,2127,13.2,30.9,50.2,5.7,44.1,55.9
2013,0,State,0,State,English I,All Grades,Students with Disabilities,7568,2453,3215,1799,101,32.4,42.5,23.8,1.3,74.9,25.1
2013,0,State,0,State,English I,All Grades,English Language Learners,714,367,293,53,1,51.5,41,7.4,0.1,92.5,7.5
2013,0,State,0,State,English I,All Grades,English Language Learners with T1/T2,1365,437,613,306,9,32,44.9,22.4,0.7,76.9,23.1
2013,0,State,0,State,English I,All Grades,Black/Hispanic/Native American,22162,3509,7587,10120,946,15.8,34.2,45.7,4.3,50,50
2013,0,State,0,State,English I,8,All Students,142,3,7,82,50,2.2,4.9,57.7,35.2,7.1,92.9
2013,0,State,0,State,English I,8,White,126,**,**,**,**,**,**,**,**,**,**
2013,0,State,0,State,English I,8,Hispanic,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English I,8,Black,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English I,8,Asian,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English I,8,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English I,8,Hawaiian or Pacific Islander,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English I,8,Economically Disadvantaged,39,2,6,22,9,5.1,15.4,56.4,23.1,20.5,79.5
2013,0,State,0,State,English I,8,Students with Disabilities,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English I,8,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,English I,8,English Language Learners with T1/T2,,,,,,,,,,,
2013,0,State,0,State,English I,8,Black/Hispanic/Native American,13,3,6,2,2,23,46.2,15.4,15.4,69.2,30.8
2013,0,State,0,State,English I,9,All Students,70807,5762,16057,39579,9409,8.1,22.7,55.9,13.3,30.8,69.2
2013,0,State,0,State,English I,9,White,48239,2543,8666,28915,8115,5.3,18,59.9,16.8,23.3,76.7
2013,0,State,0,State,English I,9,Hispanic,3795,347,1088,2094,266,9.1,28.7,55.2,7,37.8,62.2
2013,0,State,0,State,English I,9,Black,17307,2807,6099,7755,646,16.3,35.2,44.8,3.7,51.5,48.5
2013,0,State,0,State,English I,9,Asian,1158,43,137,643,335,3.8,11.8,55.5,28.9,15.6,84.4
2013,0,State,0,State,English I,9,Native American,202,18,47,110,27,8.8,23.3,54.5,13.4,32.1,67.9
2013,0,State,0,State,English I,9,Hawaiian or Pacific Islander,96,3,17,58,18,3.1,17.7,60.4,18.8,20.8,79.2
2013,0,State,0,State,English I,9,Economically Disadvantaged,35840,4423,10965,18357,2095,12.4,30.6,51.2,5.8,43,57
2013,0,State,0,State,English I,9,Students with Disabilities,7213,2288,3085,1739,101,31.7,42.8,24.1,1.4,74.5,25.5
2013,0,State,0,State,English I,9,English Language Learners,413,189,183,40,1,45.8,44.3,9.7,0.2,90.1,9.9
2013,0,State,0,State,English I,9,English Language Learners with T1/T2,1027,254,481,283,9,24.7,46.8,27.6,0.9,71.5,28.5
2013,0,State,0,State,English I,9,Black/Hispanic/Native American,21304,3172,7234,9959,939,14.9,34,46.7,4.4,48.9,51.1
2013,0,State,0,State,English I,10,All Students,1257,382,505,355,15,30.4,40.2,28.2,1.2,70.6,29.4
2013,0,State,0,State,English I,10,White,666,145,256,253,12,21.8,38.4,38,1.8,60.2,39.8
2013,0,State,0,State,English I,10,Hispanic,124,37,59,27,1,29.8,47.6,21.8,0.8,77.4,22.6
2013,0,State,0,State,English I,10,Black,406,177,166,62,1,43.6,40.9,15.3,0.2,84.5,15.5
2013,0,State,0,State,English I,10,Asian,50,22,20,7,1,44,40,14,2,84,16
2013,0,State,0,State,English I,10,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English I,10,Hawaiian or Pacific Islander,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English I,10,Economically Disadvantaged,950,317,391,235,7,33.4,41.2,24.7,0.7,74.6,25.4
2013,0,State,0,State,English I,10,Students with Disabilities,233,108,85,40,0,46.3,36.5,17.2,0,82.8,17.2
2013,0,State,0,State,English I,10,English Language Learners,133,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English I,10,English Language Learners with T1/T2,159,76,72,11,0,47.8,45.3,6.9,0,93.1,6.9
2013,0,State,0,State,English I,10,Black/Hispanic/Native American,537,215,227,93,2,40,42.3,17.3,0.4,82.3,17.7
2013,0,State,0,State,English I,11,All Students,352,134,141,69,8,38,40.1,19.6,2.3,78.1,21.9
2013,0,State,0,State,English I,11,White,148,41,60,40,7,27.8,40.5,27,4.7,68.3,31.7
2013,0,State,0,State,English I,11,Hispanic,67,32,30,4,1,47.7,44.8,6,1.5,92.5,7.5
2013,0,State,0,State,English I,11,Black,100,39,42,19,0,39,42,19,0,81,19
2013,0,State,0,State,English I,11,Asian,35,21,9,5,0,60,25.7,14.3,0,85.7,14.3
2013,0,State,0,State,English I,11,Native American,,,,,,,,,,,
2013,0,State,0,State,English I,11,Hawaiian or Pacific Islander,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English I,11,Economically Disadvantaged,269,110,106,48,5,40.9,39.4,17.8,1.9,80.3,19.7
2013,0,State,0,State,English I,11,Students with Disabilities,66,31,25,10,0,46.9,37.9,15.2,0,84.8,15.2
2013,0,State,0,State,English I,11,English Language Learners,123,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English I,11,English Language Learners with T1/T2,130,74,49,7,0,56.9,37.7,5.4,0,94.6,5.4
2013,0,State,0,State,English I,11,Black/Hispanic/Native American,167,71,72,23,1,42.5,43.1,13.8,0.6,85.6,14.4
2013,0,State,0,State,English I,12,All Students,169,67,50,48,4,39.6,29.6,28.4,2.4,69.2,30.8
2013,0,State,0,State,English I,12,White,61,17,18,23,3,27.9,29.5,37.7,4.9,57.4,42.6
2013,0,State,0,State,English I,12,Hispanic,29,11,10,8,0,37.9,34.5,27.6,0,72.4,27.6
2013,0,State,0,State,English I,12,Black,54,20,18,16,0,37.1,33.3,29.6,0,70.4,29.6
2013,0,State,0,State,English I,12,Asian,23,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English I,12,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English I,12,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,English I,12,Economically Disadvantaged,137,57,41,37,2,41.6,29.9,27,1.5,71.5,28.5
2013,0,State,0,State,English I,12,Students with Disabilities,38,19,11,8,0,50,28.9,21.1,0,78.9,21.1
2013,0,State,0,State,English I,12,English Language Learners,45,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English I,12,English Language Learners with T1/T2,48,33,11,4,0,68.8,22.9,8.3,0,91.7,8.3
2013,0,State,0,State,English I,12,Black/Hispanic/Native American,84,32,28,24,0,38.1,33.3,28.6,0,71.4,28.6
2013,0,State,0,State,English I,Missing Grade,All Students,223,33,74,95,21,14.8,33.2,42.6,9.4,48,52
2013,0,State,0,State,English I,Missing Grade,White,165,17,54,75,19,10.3,32.7,45.5,11.5,43,57
2013,0,State,0,State,English I,Missing Grade,Hispanic,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English I,Missing Grade,Black,48,14,19,13,2,29.1,39.6,27.1,4.2,68.7,31.3
2013,0,State,0,State,English I,Missing Grade,Asian,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English I,Missing Grade,Native American,,,,,,,,,,,
2013,0,State,0,State,English I,Missing Grade,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,English I,Missing Grade,Economically Disadvantaged,128,27,50,42,9,21.1,39.1,32.8,7,60.2,39.8
2013,0,State,0,State,English I,Missing Grade,Students with Disabilities,17,7,8,2,0,41.1,47.1,11.8,0,88.2,11.8
2013,0,State,0,State,English I,Missing Grade,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,English I,Missing Grade,English Language Learners with T1/T2,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English I,Missing Grade,Black/Hispanic/Native American,57,16,20,19,2,28.1,35.1,33.3,3.5,63.2,36.8
2013,0,State,0,State,English II,All Grades,All Students,70596,7472,21174,34688,7262,10.6,30,49.1,10.3,40.6,59.4
2013,0,State,0,State,English II,All Grades,White,48006,3551,11936,26324,6195,7.4,24.9,54.8,12.9,32.3,67.7
2013,0,State,0,State,English II,All Grades,Hispanic,3806,509,1473,1628,196,13.4,38.7,42.8,5.1,52.1,47.9
2013,0,State,0,State,English II,All Grades,Black,17294,3283,7479,5945,587,19,43.2,34.4,3.4,62.2,37.8
2013,0,State,0,State,English II,All Grades,Asian,1188,97,207,622,262,8.1,17.4,52.4,22.1,25.5,74.5
2013,0,State,0,State,English II,All Grades,Native American,187,21,46,106,14,11.2,24.6,56.7,7.5,35.8,64.2
2013,0,State,0,State,English II,All Grades,Hawaiian or Pacific Islander,100,7,29,56,8,7,29,56,8,36,64
2013,0,State,0,State,English II,All Grades,Economically Disadvantaged,34710,5535,13507,14048,1620,15.9,38.9,40.5,4.7,54.8,45.2
2013,0,State,0,State,English II,All Grades,Students with Disabilities,7487,2663,3061,1180,583,35.5,40.9,15.8,7.8,76.4,23.6
2013,0,State,0,State,English II,All Grades,English Language Learners,599,292,271,30,6,48.8,45.2,5,1,94,6
2013,0,State,0,State,English II,All Grades,English Language Learners with T1/T2,1014,356,518,133,7,35.1,51.1,13.1,0.7,86.2,13.8
2013,0,State,0,State,English II,All Grades,Black/Hispanic/Native American,21287,3813,8998,7679,797,17.9,42.3,36.1,3.7,60.2,39.8
2013,0,State,0,State,English II,6,All Students,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,6,White,,,,,,,,,,,
2013,0,State,0,State,English II,6,Hispanic,,,,,,,,,,,
2013,0,State,0,State,English II,6,Black,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,6,Asian,,,,,,,,,,,
2013,0,State,0,State,English II,6,Native American,,,,,,,,,,,
2013,0,State,0,State,English II,6,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,English II,6,Economically Disadvantaged,,,,,,,,,,,
2013,0,State,0,State,English II,6,Students with Disabilities,,,,,,,,,,,
2013,0,State,0,State,English II,6,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,English II,6,English Language Learners with T1/T2,,,,,,,,,,,
2013,0,State,0,State,English II,6,Black/Hispanic/Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,7,All Students,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,7,White,,,,,,,,,,,
2013,0,State,0,State,English II,7,Hispanic,,,,,,,,,,,
2013,0,State,0,State,English II,7,Black,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,7,Asian,,,,,,,,,,,
2013,0,State,0,State,English II,7,Native American,,,,,,,,,,,
2013,0,State,0,State,English II,7,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,English II,7,Economically Disadvantaged,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,7,Students with Disabilities,,,,,,,,,,,
2013,0,State,0,State,English II,7,English Language Learners,,,,,,,,,,,
2013,0,State,0,State,English II,7,English Language Learners with T1/T2,,,,,,,,,,,
2013,0,State,0,State,English II,7,Black/Hispanic/Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,9,All Students,2091,716,873,421,81,34.2,41.8,20.1,3.9,76,24
2013,0,State,0,State,English II,9,White,870,207,323,278,62,23.8,37.1,32,7.1,60.9,39.1
2013,0,State,0,State,English II,9,Hispanic,196,69,93,33,1,35.3,47.4,16.8,0.5,82.7,17.3
2013,0,State,0,State,English II,9,Black,996,429,446,104,17,43.1,44.8,10.4,1.7,87.9,12.1
2013,0,State,0,State,English II,9,Asian,21,8,9,3,1,38,42.9,14.3,4.8,80.9,19.1
2013,0,State,0,State,English II,9,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,9,Hawaiian or Pacific Islander,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,9,Economically Disadvantaged,1511,567,678,235,31,37.4,44.9,15.6,2.1,82.3,17.7
2013,0,State,0,State,English II,9,Students with Disabilities,386,212,111,28,35,54.8,28.8,7.3,9.1,83.6,16.4
2013,0,State,0,State,English II,9,English Language Learners,50,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English II,9,English Language Learners with T1/T2,70,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English II,9,Black/Hispanic/Native American,1194,500,539,137,18,41.9,45.1,11.5,1.5,87,13
2013,0,State,0,State,English II,10,All Students,65700,6062,19341,33622,6675,9.2,29.4,51.2,10.2,38.6,61.4
2013,0,State,0,State,English II,10,White,45607,3098,11112,25591,5806,6.8,24.4,56.1,12.7,31.2,68.8
2013,0,State,0,State,English II,10,Hispanic,3342,355,1257,1554,176,10.6,37.6,46.5,5.3,48.2,51.8
2013,0,State,0,State,English II,10,Black,15403,2545,6736,5707,415,16.5,43.7,37.1,2.7,60.2,39.8
2013,0,State,0,State,English II,10,Asian,1070,41,162,610,257,3.9,15.1,57,24,19,81
2013,0,State,0,State,English II,10,Native American,176,16,45,102,13,9,25.6,58,7.4,34.6,65.4
2013,0,State,0,State,English II,10,Hawaiian or Pacific Islander,92,5,26,53,8,5.4,28.3,57.6,8.7,33.7,66.3
2013,0,State,0,State,English II,10,Economically Disadvantaged,31238,4425,12153,13421,1239,14.1,38.9,43,4,53,47
2013,0,State,0,State,English II,10,Students with Disabilities,6009,2236,2732,967,74,37.2,45.5,16.1,1.2,82.7,17.3
2013,0,State,0,State,English II,10,English Language Learners,310,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English II,10,English Language Learners with T1/T2,637,193,344,98,2,30.3,54,15.4,0.3,84.3,15.7
2013,0,State,0,State,English II,10,Black/Hispanic/Native American,18921,2916,8038,7363,604,15.4,42.5,38.9,3.2,57.9,42.1
2013,0,State,0,State,English II,11,All Students,2052,503,653,448,448,24.6,31.8,21.8,21.8,56.4,43.6
2013,0,State,0,State,English II,11,White,1149,185,355,317,292,16.1,30.9,27.6,25.4,47,53
2013,0,State,0,State,English II,11,Hispanic,171,54,71,28,18,31.6,41.5,16.4,10.5,73.1,26.9
2013,0,State,0,State,English II,11,Black,673,241,205,94,133,35.7,30.5,14,19.8,66.2,33.8
2013,0,State,0,State,English II,11,Asian,47,19,19,5,4,40.5,40.4,10.6,8.5,80.9,19.1
2013,0,State,0,State,English II,11,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,11,Hawaiian or Pacific Islander,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,11,Economically Disadvantaged,1454,397,471,276,310,27.3,32.4,19,21.3,59.7,40.3
2013,0,State,0,State,English II,11,Students with Disabilities,923,165,165,160,433,17.9,17.9,17.3,46.9,35.8,64.2
2013,0,State,0,State,English II,11,English Language Learners,118,53,50,10,5,44.9,42.4,8.5,4.2,87.3,12.7
2013,0,State,0,State,English II,11,English Language Learners with T1/T2,161,62,75,19,5,38.5,46.6,11.8,3.1,85.1,14.9
2013,0,State,0,State,English II,11,Black/Hispanic/Native American,851,297,277,125,152,34.9,32.5,14.7,17.9,67.4,32.6
2013,0,State,0,State,English II,12,All Students,513,148,221,94,50,28.9,43.1,18.3,9.7,72,28
2013,0,State,0,State,English II,12,White,199,38,79,53,29,19.1,39.7,26.6,14.6,58.8,41.2
2013,0,State,0,State,English II,12,Hispanic,85,27,49,9,0,31.8,57.6,10.6,0,89.4,10.6
2013,0,State,0,State,English II,12,Black,176,53,76,26,21,30.1,43.2,14.8,11.9,73.3,26.7
2013,0,State,0,State,English II,12,Asian,50,29,17,4,0,58,34,8,0,92,8
2013,0,State,0,State,English II,12,Native American,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,12,Hawaiian or Pacific Islander,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,12,Economically Disadvantaged,381,114,159,69,39,30,41.7,18.1,10.2,71.7,28.3
2013,0,State,0,State,English II,12,Students with Disabilities,143,40,40,22,41,27.9,28,15.4,28.7,55.9,44.1
2013,0,State,0,State,English II,12,English Language Learners,119,60,53,6,0,50.5,44.5,5,0,95,5
2013,0,State,0,State,English II,12,English Language Learners with T1/T2,144,63,67,14,0,43.8,46.5,9.7,0,90.3,9.7
2013,0,State,0,State,English II,12,Black/Hispanic/Native American,263,81,125,36,21,30.8,47.5,13.7,8,78.3,21.7
2013,0,State,0,State,English II,Missing Grade,All Students,238,43,85,102,8,18,35.7,42.9,3.4,53.7,46.3
2013,0,State,0,State,English II,Missing Grade,White,181,23,67,85,6,12.7,37,47,3.3,49.7,50.3
2013,0,State,0,State,English II,Missing Grade,Hispanic,12,4,3,4,1,33.4,25,33.3,8.3,58.4,41.6
2013,0,State,0,State,English II,Missing Grade,Black,44,15,15,13,1,34.1,34.1,29.5,2.3,68.2,31.8
2013,0,State,0,State,English II,Missing Grade,Asian,,,,,,,,,,,
2013,0,State,0,State,English II,Missing Grade,Native American,,,,,,,,,,,
2013,0,State,0,State,English II,Missing Grade,Hawaiian or Pacific Islander,,,,,,,,,,,
2013,0,State,0,State,English II,Missing Grade,Economically Disadvantaged,125,32,46,46,1,25.6,36.8,36.8,0.8,62.4,37.6
2013,0,State,0,State,English II,Missing Grade,Students with Disabilities,26,10,13,3,0,38.5,50,11.5,0,88.5,11.5
2013,0,State,0,State,English II,Missing Grade,English Language Learners,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,Missing Grade,English Language Learners with T1/T2,*,*,*,*,*,*,*,*,*,*,*
2013,0,State,0,State,English II,Missing Grade,Black/Hispanic/Native American,56,19,18,17,2,33.9,32.1,30.4,3.6,66,34
2013,0,State,0,State,English III,All Grades,All Students,58969,13305,22290,15591,7783,22.6,37.8,26.4,13.2,60.4,39.6
2013,0,State,0,State,English III,All Grades,White,40094,6626,14494,12260,6714,16.5,36.2,30.6,16.7,52.7,47.3
2013,0,State,0,State,English III,All Grades,Hispanic,3017,879,1266,660,212,29.1,42,21.9,7,71.1,28.9
2013,0,State,0,State,English III,All Grades,Black,14830,5655,6173,2345,657,38.2,41.6,15.8,4.4,79.8,20.2
2013,0,State,0,State,English III,All Grades,Asian,775,107,241,254,173,13.8,31.1,32.8,22.3,44.9,55.1
2013,0,State,0,State,English III,All Grades,Native American,163,27,76,42,18,16.6,46.6,25.8,11,63.2,36.8
2013,0,State,0,State,English III,All Grades,Hawaiian or Pacific Islander,72,6,34,24,8,8.4,47.2,33.3,11.1,55.6,44.4
2013,0,State,0,State,English III,All Grades,Economically Disadvantaged,29025,9224,12015,5839,1947,31.8,41.4,20.1,6.7,73.2,26.8
2013,0,State,0,State,English III,All Grades,Students with Disabilities,5732,3593,1703,355,81,62.7,29.7,6.2,1.4,92.4,7.6
2013,0,State,0,State,English III,All Grades,English Language Learners,365,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English III,All Grades,English Language Learners with T1/T2,629,***,***,***,***,***,***,***,***,***,***
2013,0,State,0,State,English III,All Grades,Black/Hispanic/Native American,18010,6561,7515,3047,887,36.5,41.7,16.9,4.9,78.2,21.8
2013,0,State,0,State,English III,9,All Students,305,199,84,21,1,65.3,27.5,6.9,0.3,92.8,7.2
2013,0,State,0,State,English III,9,White,85,46,25,13,1,54.1,29.4,15.3,1.2,83.5,16.5
2013,0,State,0,State,English III,9,Hispanic,57,35,19,3,0,61.4,33.3,5.3,0,94.7,5.3
2013,0,State,0,State,English III,9,Black,158,***,***,***,***,***,***,***,***,***,***
